Handle,Title,Type,Tags,description,Fabric,Embroidery,Craft,Fit,Delivery,combined
zinnia-saree-set-ivory,Zinnia Saree Set,Saree Set,"Couture, DLVRY 8 weeks, Engagement, Fitted, Ivory, Not On Sale, Silk Organza, Ziya Couture",This off-white organza saree and blouse have been embellished with Parsi gara embroidery floral jaal.,Silk Organza,Embroidered floral Parsi gara jaal using multi-colour resham threads. Highlighted using sequins.,Parsi Embroidery,Fitted,8 weeks,"{'Handle': 'zinnia-saree-set-ivory', 'Type': 'Saree Set', 'Title': 'Zinnia Saree Set', 'description': 'This off-white organza saree and blouse have been embellished with Parsi gara embroidery floral jaal.', 'Fabric': 'Silk Organza', 'Embroidery': 'Embroidered floral Parsi gara jaal using multi-colour resham threads. Highlighted using sequins.', 'Craft': 'Parsi Embroidery', 'Fit': 'Fitted', 'Delivery': '8 weeks'}"
rabi-saree-set-pink,Rabi Saree Set,Saree Set,"Couture, DLVRY 7 weeks, Engagement, Fitted, Not On Sale, Pink, Silk Georgette, Ziya Couture",This pink georgette saree and organza blouse have been adorned with beautiful Parsi gara embroidery and pearls.,Silk Georgette,Embroidered floral Parsi gara motifs using multi-colour resham threads. Highlighted using sequins and small pearls.,Parsi Embroidery,Fitted,7 weeks,"{'Handle': 'rabi-saree-set-pink', 'Type': 'Saree Set', 'Title': 'Rabi Saree Set', 'description': 'This pink georgette saree and organza blouse have been adorned with beautiful Parsi gara embroidery and pearls.', 'Fabric': 'Silk Georgette', 'Embroidery': 'Embroidered floral Parsi gara motifs using multi-colour resham threads. Highlighted using sequins and small pearls.', 'Craft': 'Parsi Embroidery', 'Fit': 'Fitted', 'Delivery': '7 weeks'}"
zunira-saree-set-blue,Zunira Saree Set,Saree Set,"Blue, Couture, DLVRY 6 weeks, Engagement, Fitted, Not On Sale, Silk Georgette, Ziya Couture",This blue georgette saree has beautiful Parsi gara jaal embroidery. It comes with an embroidered raw silk blouse.,Silk Georgette,"Embroidered floral Parsi gara jaal using multi-colour resham threads. Highlighted using zari, dabka, sequins and French knots.",Parsi Embroidery,Fitted,6 weeks,"{'Handle': 'zunira-saree-set-blue', 'Type': 'Saree Set', 'Title': 'Zunira Saree Set', 'description': 'This blue georgette saree has beautiful Parsi gara jaal embroidery. It comes with an embroidered raw silk blouse.', 'Fabric': 'Silk Georgette', 'Embroidery': 'Embroidered floral Parsi gara jaal using multi-colour resham threads. Highlighted using zari, dabka, sequins and French knots.', 'Craft': 'Parsi Embroidery', 'Fit': 'Fitted', 'Delivery': '6 weeks'}"
jauhara-anarkali-set-ivory,Jauhara Anarkali Set,Anarkali Set,"Comfort Fit, Couture, DLVRY 8 weeks, Ivory, Not On Sale, Sangeet, Silk Organza, Ziya Couture",This off-white organza anarkali set has been adorned with Parsi gara embroidery. It comes with a chiffon mukaish dupatta.,Silk Organza,"Embroidered Parsi gara floral motifs using beige resham threads. Highlighted using sequins, zari and dabka.",Parsi Embroidery,Comfort Fit,8 weeks,"{'Handle': 'jauhara-anarkali-set-ivory', 'Type': 'Anarkali Set', 'Title': 'Jauhara Anarkali Set', 'description': 'This off-white organza anarkali set has been adorned with Parsi gara embroidery. It comes with a chiffon mukaish dupatta.', 'Fabric': 'Silk Organza', 'Embroidery': 'Embroidered Parsi gara floral motifs using beige resham threads. Highlighted using sequins, zari and dabka.', 'Craft': 'Parsi Embroidery', 'Fit': 'Comfort Fit', 'Delivery': '8 weeks'}"
amara-anarkali-set-green,Amara Anarkali Set,Anarkali Set,"Comfort Fit, Couture, DLVRY 8 weeks, Green, Mehendi, Not On Sale, Silk Organza, Ziya Couture",This green short organza anarkali has been beautifully accentuated with Parsi gara embroidery. It comes with a pair of lycra crepe churidar and an embroidered blue organza dupatta.,Silk Organza,Embroidered floral Parsi gara jaal using multi-colour resham threads. Highlighted using sequins.,Parsi Embroidery,Comfort Fit,8 weeks,"{'Handle': 'amara-anarkali-set-green', 'Type': 'Anarkali Set', 'Title': 'Amara Anarkali Set', 'description': 'This green short organza anarkali has been beautifully accentuated with Parsi gara embroidery. It comes with a pair of lycra crepe churidar and an embroidered blue organza dupatta.', 'Fabric': 'Silk Organza', 'Embroidery': 'Embroidered floral Parsi gara jaal using multi-colour resham threads. Highlighted using sequins.', 'Craft': 'Parsi Embroidery', 'Fit': 'Comfort Fit', 'Delivery': '8 weeks'}"
shafaq-gharara-set-yellow,Shafaq Gharara Set,Gharara Set,"Comfort Fit, Couture, DLVRY 8 weeks, Mehendi, Not On Sale, Silk Georgette, Yellow, Ziya Couture",This yellow georgette kurta and organza gharara set has floral Parsi gara embroidery motifs. It comes with an embroidered silver tissue dupatta.,Silk Georgette,Embroidered floral Parsi gara motifs using resham threads. Highlighted using sequins and dabka.,Parsi Embroidery,Comfort Fit,8 weeks,"{'Handle': 'shafaq-gharara-set-yellow', 'Type': 'Gharara Set', 'Title': 'Shafaq Gharara Set', 'description': 'This yellow georgette kurta and organza gharara set has floral Parsi gara embroidery motifs. It comes with an embroidered silver tissue dupatta.', 'Fabric': 'Silk Georgette', 'Embroidery': 'Embroidered floral Parsi gara motifs using resham threads. Highlighted using sequins and dabka.', 'Craft': 'Parsi Embroidery', 'Fit': 'Comfort Fit', 'Delivery': '8 weeks'}"
farozaan-kurta-set-pink,Farozaan Kurta Set,Kurta Set,"Comfort Fit, Couture, DLVRY 7 weeks, Not On Sale, Pink, Sangeet, Silk Georgette, Ziya Couture",This pink georgette kurta has been beautifully accentuated with Parsi gara embroidery. It comes with a pair of embroidered pants and an embroidered silver tissue dupatta.,Silk Georgette,Embroidered floral Parsi gara jaal using multi-colour resham threads. Highlighted using zari and sequins.,Parsi Embroidery,Comfort Fit,7 weeks,"{'Handle': 'farozaan-kurta-set-pink', 'Type': 'Kurta Set', 'Title': 'Farozaan Kurta Set', 'description': 'This pink georgette kurta has been beautifully accentuated with Parsi gara embroidery. It comes with a pair of embroidered pants and an embroidered silver tissue dupatta.', 'Fabric': 'Silk Georgette', 'Embroidery': 'Embroidered floral Parsi gara jaal using multi-colour resham threads. Highlighted using zari and sequins.', 'Craft': 'Parsi Embroidery', 'Fit': 'Comfort Fit', 'Delivery': '7 weeks'}"
imroza-kurta-set-pink,Imroza Kurta Set,Kurta Set,"Comfort Fit, Couture, DLVRY 7 weeks, Not On Sale, Pink, Sagan, Silk Organza, Ziya Couture",This pink organza kurta has been beautifully accentuated with Parsi gara embroidery. It comes with a pair of lycra crepe churidar and an embroidered organza dupatta.,Silk Organza,"Embroidered Parsi gara floral motifs using off-white resham threads. Highlighted using sequins, zari and dabka.",Parsi Embroidery,Comfort Fit,7 weeks,"{'Handle': 'imroza-kurta-set-pink', 'Type': 'Kurta Set', 'Title': 'Imroza Kurta Set', 'description': 'This pink organza kurta has been beautifully accentuated with Parsi gara embroidery. It comes with a pair of lycra crepe churidar and an embroidered organza dupatta.', 'Fabric': 'Silk Organza', 'Embroidery': 'Embroidered Parsi gara floral motifs using off-white resham threads. Highlighted using sequins, zari and dabka.', 'Craft': 'Parsi Embroidery', 'Fit': 'Comfort Fit', 'Delivery': '7 weeks'}"
aqeeda-kurta-set-ivory,Aqeeda Kurta Set,Kurta Set,"Comfort Fit, Couture, DLVRY 7 weeks, Ivory, Not On Sale, Sagan, Silk Organza, Ziya Couture",This off-white organza kurta set has been accentuated with Parsi gara embroidery. It comes with a chiffon mukaish dupatta.,Silk Organza,"Embroidered Parsi gara floral motifs using off-white resham threads. Highlighted using sequins, zari and dabka.",Parsi Embroidery,Comfort Fit,7 weeks,"{'Handle': 'aqeeda-kurta-set-ivory', 'Type': 'Kurta Set', 'Title': 'Aqeeda Kurta Set', 'description': 'This off-white organza kurta set has been accentuated with Parsi gara embroidery. It comes with a chiffon mukaish dupatta.', 'Fabric': 'Silk Organza', 'Embroidery': 'Embroidered Parsi gara floral motifs using off-white resham threads. Highlighted using sequins, zari and dabka.', 'Craft': 'Parsi Embroidery', 'Fit': 'Comfort Fit', 'Delivery': '7 weeks'}"
nargis-kurta-set-pink,Nargis Kurta Set,Kurta Set,"Comfort Fit, Couture, DLVRY 7 weeks, Mehendi, Not On Sale, Pink, Silk Georgette, Ziya Couture",This pink georgette kurta set has been beautifully accentuated with Parsi gara embroidery. It comes with an embroidered pista green organza dupatta.,Silk Georgette,Embroidered floral Parsi gara motifs using resham threads. Highlighted using sequins and mirrors.,Parsi Embroidery,Comfort Fit,7 weeks,"{'Handle': 'nargis-kurta-set-pink', 'Type': 'Kurta Set', 'Title': 'Nargis Kurta Set', 'description': 'This pink georgette kurta set has been beautifully accentuated with Parsi gara embroidery. It comes with an embroidered pista green organza dupatta.', 'Fabric': 'Silk Georgette', 'Embroidery': 'Embroidered floral Parsi gara motifs using resham threads. Highlighted using sequins and mirrors.', 'Craft': 'Parsi Embroidery', 'Fit': 'Comfort Fit', 'Delivery': '7 weeks'}"
sahal-kurta-set-yellow,Sahal Kurta Set,Kurta Set,"Couture, DLVRY 8 weeks, Fitted, Mehendi, Not On Sale, Silk Georgette, Yellow, Ziya Couture",This yellow georgette straight kurta and khakhi raw silk salwar have been embellished with Parsi gara embroidery. It comes with an embroidered khakhi organza dupatta.,Silk Georgette,"Embroidered Parsi gara floral motifs using resham threads. Highlighted using sequins, zari and mirrors.",Parsi Embroidery,Fitted,8 weeks,"{'Handle': 'sahal-kurta-set-yellow', 'Type': 'Kurta Set', 'Title': 'Sahal Kurta Set', 'description': 'This yellow georgette straight kurta and khakhi raw silk salwar have been embellished with Parsi gara embroidery. It comes with an embroidered khakhi organza dupatta.', 'Fabric': 'Silk Georgette', 'Embroidery': 'Embroidered Parsi gara floral motifs using resham threads. Highlighted using sequins, zari and mirrors.', 'Craft': 'Parsi Embroidery', 'Fit': 'Fitted', 'Delivery': '8 weeks'}"
nurvi-kurta-set-yellow,Nurvi Kurta Set,Kurta Set,"Comfort Fit, Couture, DLVRY 7 weeks, Haldi, Not On Sale, Silk Georgette, Yellow, Ziya Couture",This yellow georgette kurta has been adorned with beautiful Parsi gara embroidery. It comes with a pair of matching pants and an embroidered dupatta.,Silk Georgette,Embroidered floral Parsi gara jaal using multi-colour resham threads. Highlighted using sequins.,Parsi Embroidery,Comfort Fit,7 weeks,"{'Handle': 'nurvi-kurta-set-yellow', 'Type': 'Kurta Set', 'Title': 'Nurvi Kurta Set', 'description': 'This yellow georgette kurta has been adorned with beautiful Parsi gara embroidery. It comes with a pair of matching pants and an embroidered dupatta.', 'Fabric': 'Silk Georgette', 'Embroidery': 'Embroidered floral Parsi gara jaal using multi-colour resham threads. Highlighted using sequins.', 'Craft': 'Parsi Embroidery', 'Fit': 'Comfort Fit', 'Delivery': '7 weeks'}"
shafna-kurta-set-pink,Shafna Kurta Set,Kurta Set,"Couture, DLVRY 7 weeks, Fitted, Mehendi, Not On Sale, Pink, Silk Georgette, Ziya Couture",This pink georgette kurta has been adorned with beautiful Parsi gara embroidery. It comes with a lycra crepe churidar and an embroidered georgette dupatta.,Silk Georgette,Embroidered floral Parsi gara jaal using multi-colour resham threads. Highlighted using sequins.,Parsi Embroidery,Fitted,7 weeks,"{'Handle': 'shafna-kurta-set-pink', 'Type': 'Kurta Set', 'Title': 'Shafna Kurta Set', 'description': 'This pink georgette kurta has been adorned with beautiful Parsi gara embroidery. It comes with a lycra crepe churidar and an embroidered georgette dupatta.', 'Fabric': 'Silk Georgette', 'Embroidery': 'Embroidered floral Parsi gara jaal using multi-colour resham threads. Highlighted using sequins.', 'Craft': 'Parsi Embroidery', 'Fit': 'Fitted', 'Delivery': '7 weeks'}"
amani-sharara-set-blue,Amani Sharara Set,Sharara Set,"Blue, Couture, DLVRY 8 weeks, Fitted, Mehendi, Not On Sale, Silk Georgette, Ziya Couture",This blue organza sharara with georgette kurta has been adorned with beautiful Parsi gara embroidery. It comes with an embroidered georgette dupatta.,Silk Georgette,Embroidered floral Parsi gara jaal using multi-colour resham threads. Highlighted using sequins.,Parsi Embroidery,Fitted,8 weeks,"{'Handle': 'amani-sharara-set-blue', 'Type': 'Sharara Set', 'Title': 'Amani Sharara Set', 'description': 'This blue organza sharara with georgette kurta has been adorned with beautiful Parsi gara embroidery. It comes with an embroidered georgette dupatta.', 'Fabric': 'Silk Georgette', 'Embroidery': 'Embroidered floral Parsi gara jaal using multi-colour resham threads. Highlighted using sequins.', 'Craft': 'Parsi Embroidery', 'Fit': 'Fitted', 'Delivery': '8 weeks'}"
zuri-lehenga-set-mint-blue,Zuri Lehenga Set,Lehenga Set,"Couture, DLVRY 8 weeks, Fitted, Mint Blue, Not On Sale, Silk Organza, Wedding, Ziya Couture",This mint blue organza lehenga set has been adorned with Parsi gara embroidery. It comes with an embroidered tulle dupatta.,Silk Organza,Embroidered floral Parsi gara jaal using multi-colour resham threads. Highlighted using sequins.,Parsi Embroidery,Fitted,8 weeks,"{'Handle': 'zuri-lehenga-set-mint-blue', 'Type': 'Lehenga Set', 'Title': 'Zuri Lehenga Set', 'description': 'This mint blue organza lehenga set has been adorned with Parsi gara embroidery. It comes with an embroidered tulle dupatta.', 'Fabric': 'Silk Organza', 'Embroidery': 'Embroidered floral Parsi gara jaal using multi-colour resham threads. Highlighted using sequins.', 'Craft': 'Parsi Embroidery', 'Fit': 'Fitted', 'Delivery': '8 weeks'}"
loa-anarkali-set-yellow,Loa Anarkali Set,Anarkali Set,"Couture, DLVRY 7 weeks, Loose Fit, Mehendi, Not On Sale, Silk Organza, Yellow, Ziya Couture",This yellow organza short anarkali comes with a pair of embroidered tussar georgette salwar and a matching georgette dupatta. The set has beautiful Parsi gara embroidery on it.,Silk Organza,Embroidered floral Parsi gara jaal using multi-colour resham threads. Highlighted using sequins.,Parsi Embroidery,Loose Fit,7 weeks,"{'Handle': 'loa-anarkali-set-yellow', 'Type': 'Anarkali Set', 'Title': 'Loa Anarkali Set', 'description': 'This yellow organza short anarkali comes with a pair of embroidered tussar georgette salwar and a matching georgette dupatta. The set has beautiful Parsi gara embroidery on it.', 'Fabric': 'Silk Organza', 'Embroidery': 'Embroidered floral Parsi gara jaal using multi-colour resham threads. Highlighted using sequins.', 'Craft': 'Parsi Embroidery', 'Fit': 'Loose Fit', 'Delivery': '7 weeks'}"
nasmeer-kurta-set-pink,Nasmeer Kurta Set,Kurta Set,"Couture, DLVRY 6 weeks, Loose Fit, Not On Sale, Pink, Sagan, Silk Organza, Ziya Couture","This set comprises of a pink organza kurta, flared pants and a colour blocked georgette dupatta. It has been adorned with Parsi gara embroidered.",Silk Organza,Embroidered floral Parsi gara motifs using resham threads. Highlighted with sequins and French knots.,Parsi Embroidery,Loose Fit,6 weeks,"{'Handle': 'nasmeer-kurta-set-pink', 'Type': 'Kurta Set', 'Title': 'Nasmeer Kurta Set', 'description': 'This set comprises of a pink organza kurta, flared pants and a colour blocked georgette dupatta. It has been adorned with Parsi gara embroidered.', 'Fabric': 'Silk Organza', 'Embroidery': 'Embroidered floral Parsi gara motifs using resham threads. Highlighted with sequins and French knots.', 'Craft': 'Parsi Embroidery', 'Fit': 'Loose Fit', 'Delivery': '6 weeks'}"
pinar-anarkali-set-blue,Pinar Anarkali Set,Anarkali Set,"Blue, Couture, DLVRY 6 weeks, Loose Fit, Not On Sale, Sagan, Silk Georgette, Ziya Couture",This blue georgette anarkali and pants set comes with a matching dupatta. The set has been embellished with Parsi gara embroidery.,Silk Georgette,Embroidered floral Parsi gara motifs using resham threads. Highlighted with sequins and French knots.,Parsi Embroidery,Loose Fit,6 weeks,"{'Handle': 'pinar-anarkali-set-blue', 'Type': 'Anarkali Set', 'Title': 'Pinar Anarkali Set', 'description': 'This blue georgette anarkali and pants set comes with a matching dupatta. The set has been embellished with Parsi gara embroidery.', 'Fabric': 'Silk Georgette', 'Embroidery': 'Embroidered floral Parsi gara motifs using resham threads. Highlighted with sequins and French knots.', 'Craft': 'Parsi Embroidery', 'Fit': 'Loose Fit', 'Delivery': '6 weeks'}"
vasima-kurta-set-ivory,Vasima Kurta Set,Kurta Set,"Comfort Fit, Couture, DLVRY 7 weeks, Ivory, Not On Sale, Sagan, Silk Organza, Ziya Couture",This blue organza kurta has been embellished with Parsi gara embroidery. It comes with a pair of embroidered pants and an embroidered off-white organza dupatta scalloped at edges.,Silk Organza,Embroidered floral Parsi gara jaal using multi-colour resham threads. Highlighted using sequins and dabka.,Parsi Embroidery,Comfort Fit,7 weeks,"{'Handle': 'vasima-kurta-set-ivory', 'Type': 'Kurta Set', 'Title': 'Vasima Kurta Set', 'description': 'This blue organza kurta has been embellished with Parsi gara embroidery. It comes with a pair of embroidered pants and an embroidered off-white organza dupatta scalloped at edges.', 'Fabric': 'Silk Organza', 'Embroidery': 'Embroidered floral Parsi gara jaal using multi-colour resham threads. Highlighted using sequins and dabka.', 'Craft': 'Parsi Embroidery', 'Fit': 'Comfort Fit', 'Delivery': '7 weeks'}"
kira-gharara-set-ivory,Kira Gharara Set,Gharara Set,"Couture, DLVRY 8 weeks, Fitted, Ivory, Not On Sale, Silk Organza, Wedding, Ziya Couture",This off-white organza kurta and gharara set has been adorned with beautiful Parsi gara embroidery. It comes with an embroidered light pink organza dupatta.,Silk Organza,Embroidered floral Parsi gara jaal using multi-colour resham threads. Highlighted using sequins and dabka.,Parsi Embroidery,Fitted,8 weeks,"{'Handle': 'kira-gharara-set-ivory', 'Type': 'Gharara Set', 'Title': 'Kira Gharara Set', 'description': 'This off-white organza kurta and gharara set has been adorned with beautiful Parsi gara embroidery. It comes with an embroidered light pink organza dupatta.', 'Fabric': 'Silk Organza', 'Embroidery': 'Embroidered floral Parsi gara jaal using multi-colour resham threads. Highlighted using sequins and dabka.', 'Craft': 'Parsi Embroidery', 'Fit': 'Fitted', 'Delivery': '8 weeks'}"
ranana-kurta-set-ivory,Ranana Kurta Set,Kurta Set,"Comfort Fit, Couture, DLVRY 7 weeks, Ivory, Not On Sale, Sangeet, Silk Georgette, Ziya Couture",This off-white georgette kurta set has been embellished with Parsi gara embroidery. It has been paired with an embroidered blue dupatta.,Silk Georgette,Embroidered floral Parsi gara jaal using multi-colour resham threads. Highlighted using sequins and small pearls.,Parsi Embroidery,Comfort Fit,7 weeks,"{'Handle': 'ranana-kurta-set-ivory', 'Type': 'Kurta Set', 'Title': 'Ranana Kurta Set', 'description': 'This off-white georgette kurta set has been embellished with Parsi gara embroidery. It has been paired with an embroidered blue dupatta.', 'Fabric': 'Silk Georgette', 'Embroidery': 'Embroidered floral Parsi gara jaal using multi-colour resham threads. Highlighted using sequins and small pearls.', 'Craft': 'Parsi Embroidery', 'Fit': 'Comfort Fit', 'Delivery': '7 weeks'}"
mirab-lehenga-set-ivory,Mirab Lehenga Set,Lehenga Set,"Couture, DLVRY 8 weeks, Fitted, Ivory, Not On Sale, Silk Organza, Wedding, Ziya Couture",This off-white organza lehenga and blouse have been embellished with Parsi gara floral bunches. It comes with an embroidered off-white organza dupatta and an embroidered light pink tulle veil.,Silk Organza,"Organza applique with Parsi gara embroidery floral jaal using multi-colour resham threads. Highlighted using small pearls, sequins, French knots and zardozi.",Parsi Embroidery,Fitted,8 weeks,"{'Handle': 'mirab-lehenga-set-ivory', 'Type': 'Lehenga Set', 'Title': 'Mirab Lehenga Set', 'description': 'This off-white organza lehenga and blouse have been embellished with Parsi gara floral bunches. It comes with an embroidered off-white organza dupatta and an embroidered light pink tulle veil.', 'Fabric': 'Silk Organza', 'Embroidery': 'Organza applique with Parsi gara embroidery floral jaal using multi-colour resham threads. Highlighted using small pearls, sequins, French knots and zardozi.', 'Craft': 'Parsi Embroidery', 'Fit': 'Fitted', 'Delivery': '8 weeks'}"
nova-kurta-set-green,Nova Kurta Set,Kurta Set,"Couture, DLVRY 7 weeks, Green, Loose Fit, Mehendi, Not On Sale, Silk Georgette, Ziya Couture","This green georgette kurta has been embroidered with Parsi motifs. It comes with a pair of embroidered pants, an embroidered georgette dupatta scalloped at its edges and a raw silk bustier.",Silk Georgette,"Embroidered floral Parsi gara jaal using multi-colour resham threads. Highlighted with hand embroidery using zari, dabka, sequins and French knots.",Parsi Embroidery,Loose Fit,7 weeks,"{'Handle': 'nova-kurta-set-green', 'Type': 'Kurta Set', 'Title': 'Nova Kurta Set', 'description': 'This green georgette kurta has been embroidered with Parsi motifs. It comes with a pair of embroidered pants, an embroidered georgette dupatta scalloped at its edges and a raw silk bustier.', 'Fabric': 'Silk Georgette', 'Embroidery': 'Embroidered floral Parsi gara jaal using multi-colour resham threads. Highlighted with hand embroidery using zari, dabka, sequins and French knots.', 'Craft': 'Parsi Embroidery', 'Fit': 'Loose Fit', 'Delivery': '7 weeks'}"
ayla-dress-pink,Ayla Dress,Dress,"DLVRY 4 weeks, Loose Fit, Not On Sale, Pink, Pret, Resort, Silk Georgette, Ziya Pret",This pink georgette dress has been exquisitely adorned with embroidered Parsi floral motifs.,Silk Georgette,Parsi embroidery on the yoke and sleeves using colourful resham threads.,Parsi Embroidery,Loose Fit,4 weeks,"{'Handle': 'ayla-dress-pink', 'Type': 'Dress', 'Title': 'Ayla Dress', 'description': 'This pink georgette dress has been exquisitely adorned with embroidered Parsi floral motifs.', 'Fabric': 'Silk Georgette', 'Embroidery': 'Parsi embroidery on the yoke and sleeves using colourful resham threads.', 'Craft': 'Parsi Embroidery', 'Fit': 'Loose Fit', 'Delivery': '4 weeks'}"
ayla-dress-green,Ayla Dress,Dress,"DLVRY 4 weeks, Green, Loose Fit, Not On Sale, Pret, Resort, Silk Georgette, Ziya Pret",This green georgette dress has been exquisitely adorned with embroidered Parsi floral motifs.,Silk Georgette,Parsi embroidery on the yoke and sleeves using colourful resham threads.,Parsi Embroidery,Loose Fit,4 weeks,"{'Handle': 'ayla-dress-green', 'Type': 'Dress', 'Title': 'Ayla Dress', 'description': 'This green georgette dress has been exquisitely adorned with embroidered Parsi floral motifs.', 'Fabric': 'Silk Georgette', 'Embroidery': 'Parsi embroidery on the yoke and sleeves using colourful resham threads.', 'Craft': 'Parsi Embroidery', 'Fit': 'Loose Fit', 'Delivery': '4 weeks'}"
sanaubur-dress-blue,Sanaubur Dress,Dress,"Blue, DLVRY 2 weeks, Loose Fit, Not On Sale, Pret, Resort, Silk Georgette, Ziya Pret",This blue georgette shirt dress has been exquisitely adorned with Parsi embroidery. It comes with a slip,Silk Georgette,Machine done Parsi embroidery using resham threads.,Parsi Embroidery,Loose Fit,2 weeks,"{'Handle': 'sanaubur-dress-blue', 'Type': 'Dress', 'Title': 'Sanaubur Dress', 'description': 'This blue georgette shirt dress has been exquisitely adorned with Parsi embroidery. It comes with a slip', 'Fabric': 'Silk Georgette', 'Embroidery': 'Machine done Parsi embroidery using resham threads.', 'Craft': 'Parsi Embroidery', 'Fit': 'Loose Fit', 'Delivery': '2 weeks'}"
sanaubur-dress-pink,Sanaubur Dress,Dress,"DLVRY 2 weeks, Loose Fit, Not On Sale, Pink, Pret, Resort, Silk Georgette, Ziya Pret",This pink georgette shirt dress has been exquisitely adorned with Parsi embroidery. It comes with a slip.,Silk Georgette,Machine done Parsi embroidery using resham threads.,Parsi Embroidery,Loose Fit,2 weeks,"{'Handle': 'sanaubur-dress-pink', 'Type': 'Dress', 'Title': 'Sanaubur Dress', 'description': 'This pink georgette shirt dress has been exquisitely adorned with Parsi embroidery. It comes with a slip.', 'Fabric': 'Silk Georgette', 'Embroidery': 'Machine done Parsi embroidery using resham threads.', 'Craft': 'Parsi Embroidery', 'Fit': 'Loose Fit', 'Delivery': '2 weeks'}"
naaya-anarkali-set-yellow,Naaya Anarkali Set,Anarkali Set,"DLVRY 4 weeks, Haldi, Loose Fit, Mulmul, Not On Sale, Pret, Yellow, Ziya Pret",This yellow mul short kalidar kurta has been adorned with Parsi embroidery. It comes with a pair of cotton churidars and an embroidered mul dupatta.,Mulmul,Machine done Parsi embroidery using multi-coloured resham threads.,Parsi Embroidery,Loose Fit,4 weeks,"{'Handle': 'naaya-anarkali-set-yellow', 'Type': 'Anarkali Set', 'Title': 'Naaya Anarkali Set', 'description': 'This yellow mul short kalidar kurta has been adorned with Parsi embroidery. It comes with a pair of cotton churidars and an embroidered mul dupatta.', 'Fabric': 'Mulmul', 'Embroidery': 'Machine done Parsi embroidery using multi-coloured resham threads.', 'Craft': 'Parsi Embroidery', 'Fit': 'Loose Fit', 'Delivery': '4 weeks'}"
naaya-anarkali-set-green,Naaya Anarkali Set,Anarkali Set,"DLVRY 4 weeks, Green, Loose Fit, Mehendi, Mulmul, Not On Sale, Pret, Ziya Pret",This green mul short kalidar kurta has been adorned with Parsi embroidery. It comes with a pair of cotton churidars and an embroidered mul dupatta.,Mulmul,Machine done Parsi embroidery using multi-coloured resham threads.,Parsi Embroidery,Loose Fit,4 weeks,"{'Handle': 'naaya-anarkali-set-green', 'Type': 'Anarkali Set', 'Title': 'Naaya Anarkali Set', 'description': 'This green mul short kalidar kurta has been adorned with Parsi embroidery. It comes with a pair of cotton churidars and an embroidered mul dupatta.', 'Fabric': 'Mulmul', 'Embroidery': 'Machine done Parsi embroidery using multi-coloured resham threads.', 'Craft': 'Parsi Embroidery', 'Fit': 'Loose Fit', 'Delivery': '4 weeks'}"
kinaaz-kaftan-blue,Kinaaz Kaftan,Kaftan,"Blue, DLVRY 3 weeks, Loose Fit, Not On Sale, Pret, Resort, Silk Georgette, Ziya Pret",This blue georgette kaftan top has beautiful Parsi embroidery motifs. It comes with a slip.,Silk Georgette,Machine done Parsi embroidery using multi-coloured resham threads.,Parsi Embroidery,Loose Fit,3 weeks,"{'Handle': 'kinaaz-kaftan-blue', 'Type': 'Kaftan', 'Title': 'Kinaaz Kaftan', 'description': 'This blue georgette kaftan top has beautiful Parsi embroidery motifs. It comes with a slip.', 'Fabric': 'Silk Georgette', 'Embroidery': 'Machine done Parsi embroidery using multi-coloured resham threads.', 'Craft': 'Parsi Embroidery', 'Fit': 'Loose Fit', 'Delivery': '3 weeks'}"
kinaaz-kaftan-green,Kinaaz Kaftan,Kaftan,"DLVRY 3 weeks, Green, Loose Fit, Not On Sale, Pret, Resort, Silk Georgette, Ziya Pret",This green georgette kaftan top has beautiful Parsi embroidery motifs. It comes with a slip.,Silk Georgette,Machine done Parsi embroidery using multi-coloured resham threads.,Parsi Embroidery,Loose Fit,3 weeks,"{'Handle': 'kinaaz-kaftan-green', 'Type': 'Kaftan', 'Title': 'Kinaaz Kaftan', 'description': 'This green georgette kaftan top has beautiful Parsi embroidery motifs. It comes with a slip.', 'Fabric': 'Silk Georgette', 'Embroidery': 'Machine done Parsi embroidery using multi-coloured resham threads.', 'Craft': 'Parsi Embroidery', 'Fit': 'Loose Fit', 'Delivery': '3 weeks'}"
erum-anarkali-set-pink,Erum Anarkali Set,Anarkali Set,"DLVRY 4 weeks, Fitted at Bust, Handloom Cotton, Not On Sale, Party, Pink, Pret, Ziya Pret",This pink cotton short anarkali has embriodered floral motifs. It comes with an embroidered salwar and a dupatta.,Handloom Cotton,Machine embroidered Parsi floral motifs using resham threads. The dupatta has also been adorned with an intricate lace.,Parsi Embroidery,Fitted at Bust,4 weeks,"{'Handle': 'erum-anarkali-set-pink', 'Type': 'Anarkali Set', 'Title': 'Erum Anarkali Set', 'description': 'This pink cotton short anarkali has embriodered floral motifs. It comes with an embroidered salwar and a dupatta.', 'Fabric': 'Handloom Cotton', 'Embroidery': 'Machine embroidered Parsi floral motifs using resham threads. The dupatta has also been adorned with an intricate lace.', 'Craft': 'Parsi Embroidery', 'Fit': 'Fitted at Bust', 'Delivery': '4 weeks'}"
